age,income,employment_duration_years,existing_loan_balance,credit_inquiries_last_6m,num_credit_cards,employment_type,marital_status,property_area,payment_status_code,high_risk_flag,approved
69,63932.92,16,3881.32,3,4,Unemployed,Single,Semiurban,C1,0,0
49,75322.28,0,23923.52,10,2,Self-employed,Married,Urban,C2,0,0
66,46846.39,9,12853.67,7,3,Self-employed,Single,Urban,C1,0,0
70,74242.65,16,33293.35,8,5,Self-employed,Married,Rural,C0,0,0
22,81710.44,3,0.0,2,2,Salaried,Single,Rural,C0,0,1
37,48257.96,4,0.0,0,1,Self-employed,Married,Urban,C2,0,1
56,66295.8,1,3372.96,8,4,Unemployed,Married,Semiurban,C0,0,0
61,49409.94,6,0.0,5,6,Student,Divorced,Urban,C0,0,0
25,51837.33,30,0.0,3,3,Student,Married,Semiurban,C0,0,1
34,36876.77,21,20701.71,10,6,Self-employed,Divorced,Semiurban,C3,1,0
47,96644.37,29,11941.5,3,1,Self-employed,Married,Rural,C0,0,1
60,91642.13,7,5284.47,5,5,Self-employed,Married,Urban,C0,0,0
23,78435.85,18,6582.52,8,6,Self-employed,Married,Urban,C2,0,1
49,114304.9,27,3638.67,11,2,Self-employed,Married,Rural,C0,0,1
33,60268.86,10,35105.17,10,1,Salaried,Married,Urban,C2,0,1
29,140794.06,20,1702.92,7,4,Salaried,Single,Urban,C0,0,1
45,59311.76,21,0.0,1,6,Self-employed,Single,Semiurban,C3,1,1
39,71379.83,25,23144.71,1,0,Salaried,Married,Semiurban,C0,0,1
51,55055.55,30,8979.42,8,4,Salaried,Single,Urban,C0,0,1
34,74308.14,19,40542.83,6,6,Salaried,Married,Semiurban,C0,0,1
61,85890.37,18,4633.12,1,0,Unemployed,Single,Urban,C4,1,1
22,62152.09,26,23843.78,8,3,Student,Single,Semiurban,C3,1,0
63,109418.0,21,27150.76,11,0,Self-employed,Married,Rural,C0,0,0
19,70978.73,11,4701.3,0,1,Unemployed,Single,Semiurban,C0,0,0
57,71762.13,19,1599.11,9,3,Unemployed,Divorced,Semiurban,C0,0,1
36,42275.06,17,22379.13,4,2,Salaried,Divorced,Semiurban,C0,0,0
38,75462.48,7,20048.49,4,0,Salaried,Married,Urban,C0,0,0
19,61649.32,15,0.0,8,5,Salaried,Single,Rural,C3,1,0
55,49794.01,19,0.0,2,1,Salaried,Single,Rural,C0,0,1
26,45588.14,28,0.0,1,6,Self-employed,Married,Rural,C3,1,1
52,131794.08,17,20335.42,11,1,Salaried,Single,Rural,C0,0,0
56,58413.07,5,8334.42,4,3,Unemployed,Divorced,Semiurban,C3,1,1
62,28575.36,30,9729.89,2,5,Self-employed,Divorced,Semiurban,C1,0,0
55,47544.46,17,0.0,8,3,Salaried,Single,Urban,C0,0,0
33,63710.8,8,0.0,2,2,Student,Married,Rural,C2,0,0
57,78666.68,23,5308.58,9,5,Student,Married,Semiurban,C0,0,1
61,78869.91,11,2587.44,0,0,Self-employed,Married,Urban,C3,1,1
34,81915.36,11,13649.71,6,5,Self-employed,Single,Rural,C2,0,0
24,48878.49,26,20168.55,4,4,Student,Married,Semiurban,C5,1,1
65,73511.01,26,43774.58,11,5,Self-employed,Single,Rural,C3,1,0
25,43098.51,16,11719.76,6,2,Unemployed,Married,Rural,C0,0,1
49,49508.93,11,27615.64,11,2,Salaried,Married,Rural,C1,0,0
30,42057.28,26,380.38,2,4,Self-employed,Married,Semiurban,C2,0,0
24,35290.28,5,0.0,5,4,Salaried,Divorced,Semiurban,C0,0,0
59,91605.24,23,7067.78,9,6,Salaried,Married,Rural,C1,0,1
25,82215.29,18,0.0,1,6,Salaried,Married,Urban,C0,0,1
53,89416.63,26,12205.42,11,0,Salaried,Single,Urban,C2,0,1
54,65982.83,13,1073.64,9,1,Salaried,Married,Rural,C0,0,0
21,84420.19,25,0.0,8,6,Salaried,Single,Rural,C0,0,1
27,20967.76,0,36304.35,2,2,Salaried,Divorced,Rural,C5,1,0
60,86577.19,23,4474.14,9,4,Unemployed,Single,Urban,C3,1,0
44,69428.0,2,0.0,10,0,Self-employed,Single,Urban,C0,0,0
24,80677.74,19,24574.41,3,0,Self-employed,Married,Rural,C0,0,1
70,74500.58,6,1799.4,7,2,Salaried,Single,Urban,C2,0,0
32,40323.62,29,27262.32,0,5,Unemployed,Married,Semiurban,C0,0,1
18,27549.01,23,1732.48,4,5,Salaried,Single,Urban,C1,0,0
66,47198.65,3,4427.43,1,6,Salaried,Single,Rural,C2,0,0
18,79122.93,27,16827.64,6,1,Salaried,Married,Semiurban,C0,0,1
47,82252.29,7,20305.07,6,1,Unemployed,Married,Urban,C0,0,0
70,30801.44,16,22758.77,6,3,Student,Divorced,Semiurban,C0,0,0
48,40472.52,2,10743.62,8,3,Self-employed,Single,Urban,C0,0,0
48,46919.11,3,19400.63,11,0,Self-employed,Single,Semiurban,C1,0,1
38,56067.37,7,22438.8,2,3,Salaried,Single,Semiurban,C0,0,0
24,30948.73,16,14807.97,2,6,Self-employed,Single,Semiurban,C4,1,0
48,29448.71,16,10002.79,2,1,Salaried,Married,Semiurban,C2,0,0
65,44454.12,26,0.0,11,5,Salaried,Single,Urban,C0,0,1
22,67156.35,5,20388.44,1,3,Student,Married,Urban,C1,0,1
64,35485.14,23,12590.43,0,3,Student,Divorced,Rural,C0,0,1
39,62104.91,0,6209.38,1,4,Salaried,Single,Semiurban,C0,0,1
46,91463.82,9,29888.73,9,4,Salaried,Married,Semiurban,C1,0,0
26,32455.51,5,0.0,6,4,Salaried,Single,Urban,C0,0,1
50,59838.86,3,35016.51,11,0,Salaried,Married,Rural,C0,0,0
27,90618.92,18,11688.17,2,2,Salaried,Single,Rural,C0,0,1
32,54543.29,27,16445.25,4,5,Self-employed,Married,Urban,C0,0,1
56,50658.26,20,6469.38,6,0,Salaried,Single,Semiurban,C2,0,0
20,94087.4,26,0.0,0,5,Salaried,Single,Semiurban,C5,1,1
41,57344.95,18,10045.46,11,3,Salaried,Single,Rural,C2,0,0
49,92612.38,1,16686.43,9,0,Self-employed,Single,Rural,C5,1,0
24,75724.13,10,21467.16,1,0,Salaried,Married,Semiurban,C1,0,1
33,56428.88,25,9227.54,10,6,Salaried,Single,Rural,C0,0,1
36,76992.26,1,0.0,5,0,Self-employed,Divorced,Semiurban,C3,1,1
53,73011.24,3,0.0,4,0,Self-employed,Married,Urban,C0,0,1
69,90522.07,25,40728.27,11,0,Salaried,Single,Semiurban,C0,0,0
62,51291.36,1,0.0,6,4,Self-employed,Single,Semiurban,C4,1,0
28,66030.15,29,31978.69,2,6,Salaried,Single,Urban,C2,0,0
18,63462.11,23,0.0,9,1,Self-employed,Married,Semiurban,C4,1,0
20,82603.7,20,9445.62,8,5,Salaried,Single,Urban,C0,0,0
49,39370.52,16,20752.92,2,5,Unemployed,Married,Urban,C2,0,0
26,90424.43,2,517.28,8,1,Student,Single,Rural,C0,0,0
30,76658.22,12,34291.01,7,0,Self-employed,Single,Urban,C0,0,0
62,32076.87,25,13060.2,3,3,Unemployed,Single,Rural,C3,1,0
64,95206.57,28,18451.91,5,0,Salaried,Married,Urban,C1,0,1
62,120852.33,13,8253.5,10,0,Self-employed,Married,Semiurban,C2,0,1
31,90045.85,26,21222.08,2,3,Salaried,Divorced,Rural,C3,1,0
50,100674.62,24,34103.1,8,5,Salaried,Single,Rural,C3,1,0
50,67134.28,1,10162.0,9,6,Salaried,Single,Rural,C0,0,0
27,23462.38,19,36215.98,11,4,Self-employed,Married,Urban,C0,0,0
47,18896.99,19,3437.66,3,1,Self-employed,Married,Urban,C4,1,0
45,71377.05,16,22697.34,3,2,Unemployed,Married,Semiurban,C1,0,1
38,50200.53,23,18847.6,11,4,Self-employed,Single,Rural,C1,0,0
57,42135.59,27,0.0,5,1,Unemployed,Married,Rural,C0,0,1
53,63431.33,17,14993.34,6,3,Unemployed,Single,Semiurban,C0,0,1
46,80389.63,9,12103.12,6,5,Unemployed,Divorced,Urban,C4,1,0
56,28681.06,30,55.31,6,5,Salaried,Single,Urban,C1,0,1
58,53778.06,29,17012.03,7,0,Salaried,Married,Rural,C2,0,1
48,102746.77,21,14048.05,5,2,Self-employed,Single,Semiurban,C0,0,1
32,38117.79,19,10983.78,4,1,Student,Married,Rural,C0,0,1
58,86744.03,3,11039.92,4,3,Salaried,Married,Semiurban,C1,0,1
56,52881.73,12,10739.86,7,1,Salaried,Married,Rural,C3,1,0
70,78644.84,6,6852.21,9,6,Salaried,Married,Rural,C0,0,0
25,92433.19,15,13957.68,6,6,Salaried,Single,Urban,C0,0,1
40,83532.04,25,2985.2,8,2,Unemployed,Married,Rural,C1,0,1
66,87728.99,6,49195.33,4,2,Salaried,Married,Urban,C0,0,0
45,36210.16,30,0.0,9,3,Salaried,Married,Semiurban,C0,0,1
67,92841.49,4,3813.69,4,0,Self-employed,Single,Rural,C1,0,1
18,43682.67,3,4919.61,5,6,Salaried,Single,Urban,C0,0,0
19,71488.54,30,40566.91,0,5,Salaried,Single,Urban,C1,0,1
60,71456.15,3,0.0,3,2,Self-employed,Married,Semiurban,C0,0,1
36,77128.06,22,17962.91,8,3,Salaried,Single,Rural,C2,0,0
45,73423.92,23,15477.52,1,2,Student,Single,Urban,C3,1,1
40,43904.75,10,16670.43,2,1,Self-employed,Married,Semiurban,C3,1,0
39,31253.31,1,29308.8,9,2,Student,Married,Semiurban,C2,0,0
67,86808.72,9,29021.61,10,0,Salaried,Married,Semiurban,C1,0,1
22,69645.86,2,5686.6,4,5,Self-employed,Single,Semiurban,C0,0,0
58,93734.42,20,14716.24,4,4,Self-employed,Single,Semiurban,C1,0,1
65,63881.68,27,0.0,6,6,Self-employed,Married,Rural,C0,0,1
52,29870.89,30,13387.3,9,0,Salaried,Single,Semiurban,C2,0,1
38,89153.24,24,884.15,5,4,Salaried,Married,Rural,C0,0,0
26,55740.73,24,9390.65,2,3,Salaried,Single,Rural,C1,0,1
54,73550.09,27,0.0,5,4,Unemployed,Married,Urban,C1,0,1
42,48813.51,23,17668.21,3,6,Unemployed,Single,Rural,C2,0,0
25,106107.54,20,0.0,8,2,Salaried,Married,Semiurban,C0,0,1
37,43085.88,30,14075.98,1,0,Self-employed,Married,Urban,C1,0,1
68,56564.26,9,0.0,7,0,Self-employed,Single,Semiurban,C1,0,0
32,67686.22,12,105.03,1,3,Self-employed,Married,Rural,C4,1,1
27,37695.44,28,28166.25,11,1,Salaried,Married,Urban,C2,0,0
54,73262.99,9,20230.85,7,0,Unemployed,Married,Semiurban,C0,0,0
28,105297.76,9,28088.84,1,1,Self-employed,Single,Semiurban,C3,1,0
66,52738.45,4,33836.18,11,1,Self-employed,Single,Semiurban,C0,0,0
63,74878.57,8,1180.26,6,0,Self-employed,Married,Rural,C0,0,1
70,12000.0,18,32985.6,7,3,Self-employed,Married,Urban,C0,0,0
66,64026.77,27,0.0,0,4,Salaried,Married,Rural,C1,0,1
30,57173.94,4,22445.4,2,2,Unemployed,Single,Rural,C1,0,1
29,44537.56,21,5093.27,9,0,Salaried,Divorced,Semiurban,C1,0,1
36,92036.26,23,0.0,5,4,Unemployed,Single,Semiurban,C3,1,1
42,56843.91,27,20602.58,7,0,Unemployed,Single,Urban,C1,0,0
64,60563.06,23,25229.32,11,5,Self-employed,Married,Urban,C0,0,1
56,55570.18,4,24813.76,5,2,Self-employed,Married,Semiurban,C1,0,0
52,17079.6,15,15008.04,4,2,Salaried,Married,Urban,C2,0,1
64,36700.34,29,13847.4,9,1,Salaried,Single,Rural,C1,0,1
52,89027.34,28,19376.13,0,1,Self-employed,Single,Semiurban,C1,0,1
38,12251.23,18,16252.7,5,1,Salaried,Married,Urban,C1,0,0
39,45842.12,29,19578.98,10,3,Salaried,Single,Urban,C1,0,1
45,55007.0,20,14855.99,2,1,Student,Married,Rural,C0,0,1
22,108590.55,2,23798.97,3,4,Salaried,Married,Urban,C3,1,1
57,84215.09,28,0.0,5,1,Salaried,Single,Semiurban,C0,0,1
52,51070.74,5,10162.17,0,3,Salaried,Married,Urban,C0,0,1
56,97612.84,11,0.0,0,3,Self-employed,Married,Rural,C2,0,1
46,46487.1,7,15873.83,3,4,Salaried,Married,Semiurban,C3,1,1
59,90227.5,22,34987.02,10,5,Self-employed,Single,Semiurban,C1,0,0
68,31028.07,0,5362.81,2,3,Salaried,Married,Semiurban,C1,0,1
48,91831.45,19,13781.53,8,5,Salaried,Divorced,Urban,C5,1,1
41,54846.66,26,22590.81,5,1,Salaried,Married,Semiurban,C0,0,1
23,39287.39,24,0.0,9,5,Salaried,Single,Urban,C1,0,0
59,59571.41,9,4690.45,3,2,Unemployed,Single,Urban,C1,0,0
65,71933.6,27,17103.22,10,4,Salaried,Married,Urban,C1,0,1
55,52631.29,11,0.0,4,3,Salaried,Married,Semiurban,C1,0,1
63,78848.84,21,0.0,9,6,Salaried,Divorced,Rural,C5,1,1
63,50425.15,15,27412.01,9,1,Salaried,Divorced,Urban,C0,0,1
60,80509.31,2,26041.96,5,3,Salaried,Single,Rural,C0,0,1
44,76055.55,0,17240.46,8,1,Salaried,Married,Rural,C1,0,1
23,63476.92,5,24350.77,1,4,Student,Single,Urban,C1,0,1
18,53965.44,28,15011.46,5,0,Salaried,Single,Urban,C2,0,1
28,68788.52,29,19775.53,4,2,Self-employed,Single,Urban,C4,1,1
40,78756.34,12,7580.85,11,0,Self-employed,Divorced,Urban,C2,0,0
57,116544.98,30,13621.38,11,2,Salaried,Single,Rural,C5,1,1
42,88485.51,1,3146.81,9,3,Self-employed,Married,Semiurban,C0,0,0
19,89399.75,29,29688.77,11,2,Unemployed,Single,Semiurban,C0,0,1
29,142212.8,7,33301.83,11,2,Self-employed,Single,Semiurban,C0,0,0
69,77898.96,1,31318.78,9,1,Unemployed,Married,Urban,C2,0,0
70,77116.09,23,6286.48,7,5,Self-employed,Single,Rural,C0,0,1
37,82600.38,11,0.0,2,5,Salaried,Single,Semiurban,C0,0,1
60,39775.85,9,29877.63,9,3,Unemployed,Married,Urban,C1,0,0
56,53902.46,23,19614.7,2,0,Salaried,Married,Semiurban,C0,0,1
67,52345.77,10,16600.18,2,0,Self-employed,Married,Urban,C1,0,0
65,81190.35,23,3129.15,10,4,Self-employed,Married,Rural,C3,1,0
51,60645.64,6,17959.29,1,6,Unemployed,Single,Semiurban,C0,0,1
38,68455.59,2,0.0,1,6,Unemployed,Single,Rural,C1,0,0
51,92186.37,10,20876.87,6,2,Salaried,Single,Rural,C0,0,1
34,86578.77,18,31304.41,7,3,Self-employed,Divorced,Semiurban,C0,0,0
36,60956.97,6,34834.64,0,1,Salaried,Single,Semiurban,C0,0,0
50,48250.12,4,21919.34,4,0,Self-employed,Single,Semiurban,C1,0,1
48,93381.87,23,0.0,2,5,Self-employed,Divorced,Urban,C1,0,1
48,84347.28,15,14762.62,3,2,Salaried,Divorced,Rural,C1,0,1
38,24843.58,13,41955.54,2,3,Unemployed,Single,Semiurban,C3,1,0
39,57171.15,7,0.0,8,2,Salaried,Married,Rural,C0,0,1
18,69137.89,0,11171.46,5,2,Salaried,Single,Semiurban,C2,0,0
49,84470.74,1,31789.34,11,6,Student,Married,Urban,C2,0,0
48,87752.54,21,20639.87,0,5,Self-employed,Married,Semiurban,C0,0,1
67,72097.65,2,46722.19,9,4,Self-employed,Divorced,Urban,C0,0,1
44,79631.19,7,1739.83,10,2,Salaried,Single,Urban,C0,0,0
42,66603.42,28,0.0,5,5,Salaried,Married,Semiurban,C0,0,1
21,48153.71,10,29137.76,8,2,Salaried,Single,Urban,C0,0,0
28,58468.39,23,0.0,5,3,Salaried,Married,Rural,C0,0,1
35,65474.78,10,9245.25,7,1,Salaried,Married,Semiurban,C4,1,0
37,64133.02,28,11080.95,10,4,Salaried,Married,Semiurban,C3,1,1
37,17860.68,25,26503.85,6,0,Self-employed,Divorced,Urban,C1,0,1
38,55062.92,14,20599.75,6,5,Salaried,Married,Urban,C2,0,0
58,66405.14,21,18398.91,11,4,Self-employed,Married,Semiurban,C5,1,0
24,57965.75,12,6365.97,5,0,Unemployed,Single,Urban,C1,0,1
35,58829.41,29,29010.06,2,3,Salaried,Divorced,Semiurban,C1,0,1
26,77199.78,11,68361.54,8,1,Self-employed,Married,Semiurban,C2,0,0
34,38026.07,25,21677.95,8,3,Salaried,Single,Urban,C4,1,0
54,24298.94,19,13395.41,2,0,Salaried,Married,Semiurban,C2,0,0
20,56295.76,19,0.0,8,5,Self-employed,Single,Urban,C0,0,0
35,84102.86,10,3075.26,0,3,Salaried,Married,Urban,C2,0,1
19,107188.83,25,9008.06,3,2,Salaried,Single,Rural,C0,0,1
68,84553.21,23,4515.6,10,6,Unemployed,Single,Urban,C0,0,1
56,28293.41,25,11774.91,7,4,Salaried,Divorced,Urban,C1,0,1
30,59190.82,24,36892.23,7,4,Self-employed,Divorced,Semiurban,C2,0,0
28,71415.86,4,29460.34,7,1,Self-employed,Married,Semiurban,C0,0,1
23,69439.78,27,9776.34,1,3,Salaried,Divorced,Rural,C0,0,1
43,78482.61,26,0.0,11,4,Self-employed,Single,Rural,C2,0,1
57,42073.78,7,30723.15,3,6,Salaried,Single,Rural,C0,0,1
48,66623.58,30,11313.24,9,4,Salaried,Divorced,Semiurban,C3,1,0
64,75508.07,16,0.0,11,1,Unemployed,Married,Semiurban,C1,0,1
36,85641.77,9,21974.02,2,4,Salaried,Married,Urban,C1,0,1
32,44857.05,6,26359.61,7,0,Self-employed,Single,Rural,C0,0,0
43,56371.08,11,0.0,0,2,Salaried,Single,Semiurban,C4,1,1
28,12000.0,1,456.24,7,6,Salaried,Single,Urban,C4,1,0
69,49463.45,21,10453.64,5,5,Self-employed,Divorced,Semiurban,C0,0,1
27,51889.63,21,22283.15,0,6,Self-employed,Single,Rural,C2,0,1
43,39510.39,20,4779.55,8,2,Salaried,Married,Semiurban,C2,0,0
45,69140.3,17,350.01,11,4,Self-employed,Single,Urban,C0,0,0
21,63601.36,11,22180.37,0,4,Salaried,Married,Rural,C1,0,0
42,12000.0,22,5443.49,10,1,Salaried,Single,Urban,C3,1,0
42,70387.7,27,19588.77,10,6,Self-employed,Married,Rural,C1,0,1
31,41791.9,2,0.0,6,6,Self-employed,Married,Semiurban,C4,1,0
24,77142.22,11,0.0,10,0,Salaried,Single,Rural,C0,0,0
20,32953.72,30,22573.77,3,5,Self-employed,Single,Rural,C4,1,0
18,65750.16,26,15535.28,8,3,Salaried,Single,Semiurban,C5,1,0
43,57920.92,30,24914.38,8,4,Unemployed,Married,Rural,C0,0,0
22,72577.55,5,4543.7,6,3,Unemployed,Married,Urban,C1,0,0
68,68117.43,14,868.53,10,1,Salaried,Single,Urban,C1,0,0
30,58620.9,4,31050.06,10,0,Salaried,Married,Urban,C3,1,0
52,26593.19,26,0.0,9,3,Student,Single,Semiurban,C0,0,1
53,28069.8,16,29520.45,7,5,Unemployed,Married,Urban,C0,0,0
44,50402.83,7,30487.07,11,5,Salaried,Divorced,Semiurban,C2,0,0
64,64793.0,2,24041.25,6,1,Salaried,Married,Rural,C1,0,0
23,49793.8,22,2370.69,7,6,Salaried,Single,Rural,C1,0,1
30,80630.3,25,568.67,2,2,Unemployed,Single,Urban,C1,0,1
31,58019.48,27,9059.22,3,3,Unemployed,Divorced,Semiurban,C5,1,1
25,40874.68,30,0.0,10,2,Unemployed,Single,Urban,C0,0,1
33,58047.59,25,0.0,5,3,Salaried,Married,Urban,C4,1,1
34,70646.5,24,21026.28,6,3,Unemployed,Divorced,Rural,C1,0,1
58,73122.12,25,21090.89,9,4,Salaried,Married,Rural,C4,1,0
33,111959.48,30,0.0,3,3,Salaried,Married,Urban,C0,0,1
64,48277.27,14,21465.71,3,3,Salaried,Married,Urban,C1,0,0
58,63163.03,23,18360.25,0,4,Salaried,Divorced,Urban,C3,1,1
65,75653.1,25,33138.41,2,2,Self-employed,Single,Semiurban,C2,0,1
23,64414.43,3,19967.91,6,3,Salaried,Divorced,Urban,C0,0,0
70,52484.55,21,26820.13,8,0,Salaried,Single,Urban,C1,0,0
50,26268.57,10,18679.09,3,6,Unemployed,Married,Semiurban,C0,0,0
70,52229.14,4,25719.01,5,0,Salaried,Divorced,Urban,C0,0,1
36,38157.44,5,0.0,2,6,Salaried,Married,Rural,C2,0,0
68,21834.83,3,10295.58,9,5,Salaried,Single,Rural,C4,1,0
49,45108.03,27,11454.24,6,6,Salaried,Single,Semiurban,C1,0,1
21,38822.71,23,8587.5,1,0,Salaried,Married,Semiurban,C0,0,1
39,79594.66,3,18214.41,7,1,Self-employed,Married,Rural,C0,0,1
25,80027.3,19,20881.32,4,0,Salaried,Single,Urban,C0,0,1
67,42403.02,20,17491.6,10,2,Salaried,Married,Rural,C0,0,0
34,58494.28,16,9522.79,3,6,Unemployed,Divorced,Urban,C3,1,0
29,18543.93,18,1699.78,10,5,Salaried,Married,Rural,C0,0,0
47,52641.5,28,27360.61,8,4,Self-employed,Married,Urban,C0,0,1
40,74974.55,16,16896.26,1,5,Salaried,Divorced,Rural,C2,0,1
23,85623.45,20,0.0,9,0,Unemployed,Married,Urban,C0,0,1
61,47173.82,17,9288.37,8,5,Salaried,Single,Rural,C1,0,0
62,91296.37,12,0.0,5,2,Self-employed,Divorced,Semiurban,C1,0,1
57,27107.7,27,12495.19,1,4,Self-employed,Married,Urban,C0,0,1
50,33809.31,12,9222.68,5,5,Self-employed,Divorced,Rural,C1,0,1
39,82741.55,24,3957.46,7,4,Unemployed,Married,Urban,C1,0,1
46,106778.03,18,34184.4,1,2,Salaried,Married,Semiurban,C2,0,1
45,77335.8,21,0.0,4,4,Salaried,Single,Urban,C0,0,1
26,63991.44,23,21889.5,8,3,Unemployed,Single,Rural,C0,0,1
22,12000.0,22,42613.91,6,4,Unemployed,Single,Rural,C2,0,0
31,14438.82,17,27081.75,11,3,Salaried,Married,Semiurban,C0,0,0
42,68235.24,19,11558.46,2,2,Self-employed,Married,Rural,C0,0,1
26,56048.43,15,0.0,9,1,Self-employed,Single,Rural,C0,0,1
23,37354.12,10,0.0,5,2,Self-employed,Single,Semiurban,C0,0,0
63,66638.31,22,6238.28,2,5,Unemployed,Married,Urban,C0,0,1
37,67878.28,27,2381.99,11,6,Unemployed,Single,Semiurban,C5,1,1
48,88610.4,21,1926.34,7,0,Salaried,Single,Urban,C1,0,1
45,68415.06,23,7431.61,6,1,Self-employed,Single,Semiurban,C1,0,1
56,95709.86,25,10568.54,3,3,Salaried,Married,Urban,C0,0,1
57,65199.85,11,18792.97,10,4,Salaried,Married,Rural,C0,0,0
33,62116.63,1,0.0,0,1,Unemployed,Married,Semiurban,C2,0,1
62,91607.8,10,2448.59,1,2,Self-employed,Single,Semiurban,C2,0,1
37,40538.98,23,9764.59,2,0,Salaried,Single,Urban,C5,1,0
62,135361.19,25,9263.21,7,0,Self-employed,Married,Urban,C0,0,1
39,74381.44,15,37709.93,1,1,Salaried,Divorced,Rural,C0,0,1
23,74520.73,24,15251.45,9,5,Salaried,Single,Semiurban,C2,0,1
58,78127.4,2,0.0,2,6,Self-employed,Married,Rural,C0,0,0
19,111928.41,19,17854.54,8,3,Self-employed,Married,Semiurban,C0,0,1
58,84812.69,21,19639.29,9,1,Salaried,Divorced,Urban,C0,0,1
20,24873.6,15,10248.21,10,6,Salaried,Single,Semiurban,C0,0,0
28,100086.76,22,0.0,3,1,Self-employed,Single,Semiurban,C3,1,1
49,56477.59,15,36612.77,0,1,Salaried,Single,Urban,C3,1,1
67,67678.88,16,0.0,9,0,Unemployed,Married,Semiurban,C1,0,0
39,33018.65,18,21250.81,5,2,Salaried,Married,Urban,C0,0,0
24,78155.05,24,14800.71,11,5,Unemployed,Married,Urban,C2,0,0
30,48715.64,7,20411.35,2,2,Salaried,Single,Urban,C1,0,0
65,67504.24,9,35896.01,6,3,Salaried,Single,Semiurban,C2,0,0
56,57897.52,12,19862.94,1,2,Salaried,Married,Semiurban,C1,0,1
23,113125.32,6,4178.7,5,6,Self-employed,Divorced,Urban,C4,1,0
38,114556.51,10,27483.89,0,4,Unemployed,Single,Rural,C0,0,1
32,66162.83,10,3164.61,9,4,Salaried,Married,Rural,C1,0,1
27,66599.44,9,14289.81,7,3,Salaried,Married,Semiurban,C3,1,0
62,55663.93,12,0.0,1,3,Salaried,Married,Urban,C3,1,0
50,92650.16,15,0.0,5,6,Self-employed,Married,Urban,C4,1,1
27,56777.0,21,12719.41,5,4,Salaried,Single,Urban,C0,0,1
52,54466.57,9,17153.21,8,5,Unemployed,Married,Rural,C2,0,0
39,89464.82,26,0.0,5,0,Salaried,Married,Rural,C0,0,1
21,51542.52,14,18962.02,5,6,Self-employed,Divorced,Urban,C1,0,1
41,64056.12,22,527.99,9,6,Unemployed,Married,Semiurban,C0,0,1
27,25467.23,3,29915.63,6,4,Salaried,Single,Urban,C1,0,1
30,82604.76,5,7072.5,9,6,Salaried,Married,Urban,C4,1,0
64,113521.67,14,0.0,10,3,Unemployed,Married,Urban,C3,1,0
55,83030.63,11,13061.26,10,1,Salaried,Single,Urban,C1,0,0
25,101544.98,15,0.0,11,4,Self-employed,Divorced,Urban,C0,0,1
63,43847.45,4,29765.23,8,4,Unemployed,Single,Urban,C0,0,0
48,70908.11,14,12007.42,6,1,Salaried,Divorced,Semiurban,C0,0,0
64,41421.0,21,9876.53,6,1,Unemployed,Single,Semiurban,C0,0,1
57,59305.86,22,20285.21,2,2,Salaried,Single,Semiurban,C4,1,1
35,84305.29,7,0.0,9,3,Self-employed,Married,Urban,C1,0,0
46,67545.52,10,0.0,8,1,Salaried,Married,Semiurban,C0,0,0
46,29683.97,16,17716.92,10,5,Salaried,Married,Semiurban,C2,0,1
56,32124.27,16,0.0,8,0,Salaried,Married,Rural,C0,0,1
31,30470.9,24,0.0,5,6,Salaried,Single,Urban,C0,0,1
35,77286.31,12,23714.58,3,4,Salaried,Divorced,Semiurban,C0,0,1
30,116597.36,20,19350.9,11,2,Salaried,Married,Urban,C0,0,0
33,99061.46,27,0.0,8,2,Self-employed,Single,Urban,C1,0,1
26,17600.37,9,3332.1,10,4,Salaried,Married,Semiurban,C2,0,0
19,100526.9,25,0.0,7,0,Salaried,Single,Rural,C1,0,1
67,88410.01,10,36868.47,6,5,Salaried,Single,Rural,C3,1,0
21,26367.5,10,24684.15,0,3,Salaried,Married,Semiurban,C4,1,0
65,57419.96,20,6108.17,0,1,Salaried,Married,Urban,C3,1,0
18,92388.06,19,20066.73,8,6,Salaried,Married,Rural,C4,1,1
59,78760.84,17,0.0,2,4,Self-employed,Divorced,Urban,C4,1,1
35,32272.62,7,2582.95,0,1,Self-employed,Single,Semiurban,C3,1,1
45,80268.55,2,13468.09,9,4,Self-employed,Divorced,Rural,C0,0,0
32,12000.0,28,18331.23,7,2,Salaried,Single,Semiurban,C0,0,0
44,59429.45,27,10635.57,1,5,Unemployed,Single,Semiurban,C2,0,1
41,93448.92,27,15472.19,5,3,Self-employed,Single,Urban,C3,1,0
46,65459.86,15,13096.71,5,6,Self-employed,Single,Urban,C3,1,0
38,52526.56,27,9709.92,0,6,Salaried,Single,Rural,C1,0,1
46,87233.66,14,7853.96,7,0,Salaried,Married,Urban,C3,1,1
61,89368.8,2,6032.29,4,2,Salaried,Married,Urban,C2,0,1
41,97750.99,6,15247.13,10,1,Salaried,Married,Semiurban,C2,0,0
37,86858.56,8,17751.42,1,3,Self-employed,Single,Urban,C0,0,1
24,92034.37,11,14777.03,10,1,Salaried,Married,Urban,C1,0,1
37,83322.71,29,0.0,0,3,Salaried,Single,Urban,C0,0,1
24,71638.22,10,0.0,9,1,Salaried,Married,Semiurban,C0,0,0
27,67237.72,18,17584.35,9,4,Salaried,Married,Semiurban,C1,0,1
68,59068.51,8,32603.43,4,3,Salaried,Single,Rural,C0,0,1
22,34690.79,19,14133.82,3,6,Salaried,Married,Urban,C4,1,0
